Id_studenta	Imie	Nazwisko	Uczelnia	id_uczelni	Miasto	Kod_pocztowy	Rok_studiow	Dochod_na_osobe
596	Milosz	Michalski	Politechnika Informatyczno-Elektroniczna	2	Katowice	72-241	II	493
597	Michal	Baja	Uniwersytet Ekonomiczny	5	Che³m	37-997	I	2916
598	Marcin	Bielak	Uniwersytet Królewski	2	Siemianowice Sl¹skie	09-006	I	1164
599	Henryk	Chlopicki	Uniwersytet Królewski	4	Miko³ów	96-497	I	951
600	Marcin	Jader	Politechnika Informatyczno-Elektroniczna	5	Lêdziny	27-535	I	1074
601	Elzbieta	Sikora	Politechnika Informatyczno-Elektroniczna	5	Na³êczów	83-630	IV	2468
602	Ewa	Barek	Uniwersytet Sportu i Turystyki	2	Alwernia	27-938	I	2880
603	Kinga	Kaszyca	Politechnika Informatyczno-Elektroniczna	2	Zamoœæ	99-773	I	1299
604	Piotr	Pszczola	Uniwersytet Ekonomiczny	9	Mys³owice	13-220	I	1048
605	Barbara	Banowska	Politechnika Informatyczno-Elektroniczna	2	Sosnowiec	14-721	I	2846
606	Piotr	Jedruszczak	Uniwersytet Królewski	4	Tychy	76-939	I	2995
607	Zofia	Boska	Uniwersytet Królewski	2	Tomaszów Lubelski	95-084	II	3037
608	Joanna	Para	Politechnika Królewska	5	Wadowice	47-222	II	1930
609	Kamila	Borowska	Politechnika Królewska	5	Siemianowice Sl¹skie	09-006	I	2743
610	Monika	Chrzanik	Politechnika Królewska	3	Gliwice	11-608	I	2943
611	Marek	Wypchlo	Uniwersytet Królewski	3	Sanok	71-890	I	1041
612	Michal	Lowik	Uniwersytet Królewski	3	I³awa	70-459	III	1437
613	Wojciech	Janocha	Uniwersytet Pedagogiczny	5	Piwniczna-Zdrój	09-592	II	3289
614	Tomasz	Basinski	Politechnika Informatyczno-Elektroniczna	5	Katowice	72-241	II	1032
615	Klaudiusz	Ostrowski	Uniwersytet Królewski	7	Nowy Targ	84-043	III	1555
616	Danuta	Telejko	Politechnika Informatyczno-Elektroniczna	2	Zabrze	91-525	IV	996
617	Michal	Rokosz	Politechnika Informatyczno-Elektroniczna	5	Zgorzelec	79-972	II	751
618	Piotr	Pienkowski	Politechnika Informatyczno-Elektroniczna	2	Tarnobrzeg	85-266	I	1425
619	Jan	Razny	Akademia Sztuk Piêknych	2	Tworóg	62-560	III	1732
620	Stefan	Wlodarczyk	Politechnika Królewska	2	Chorzów	97-545	IV	571
621	Zofia	Kielbus	Uniwersytet Ekonomiczny	1	Prudnik	09-823	II	1384
622	Celina	Dobrzanska	Uniwersytet Rolniczy	3	Siewierz	65-885	I	3324
623	Joanna	Letka	Politechnika Informatyczno-Elektroniczna	4	Oœwiêcim	27-702	II	2560
624	Katarzyna	Oleksy	Uniwersytet Królewski	8	¯ywiec	00-137	I	2117
625	Jan	Trzmielewski	Politechnika Informatyczno-Elektroniczna	2	Lwówek Sl¹ski	11-782	II	2094
626	Helena	Gawlicz	Uniwersytet Królewski	5	Aleksandrow Kujawski	53-614	I	2349
627	Tomasz	Mazurek	Politechnika Królewska	2	KuŸnica Bia³ostocka	81-042	V	2409
628	Roch	Lechowicz	Uniwersytet Królewski	5	Miko³ów	96-497	II	2674
629	Marek	Nosowski	Politechnika Informatyczno-Elektroniczna	3	Bia³aszewo	56-545	I	486
630	Kamil	Kwiatkowski	Politechnika Informatyczno-Elektroniczna	5	Brañsk	29-325	IV	3318
631	Adam	Banas	Politechnika Informatyczno-Elektroniczna	2	Krzeszowice	91-488	I	1991
632	Katarzyna	Jokiel	Akademia Sztuk Piêknych	2	Ogrodzieniec	82-082	I	847
633	Pawel	Jasiak	Wy¿sza Szko³a Techniczna	2	W³oc³awek	10-408	I	3277
634	Wojciech	Musiol	Uniwersytet Królewski	1	Miko³ów	96-497	III	2972
635	Weronika	Kaczmarek	Politechnika Królewska	10	Wodzis³aw Sl¹ski	83-544	II	1140
636	Pawel	Janowicz	Politechnika Informatyczno-Elektroniczna	5	Miechów	47-553	I	2133
637	Miron	Sledziak	Politechnika Informatyczno-Elektroniczna	3	Szczecin	22-544	III	2397
638	Iwona	Kromolowska	Uniwersytet Królewski	2	K³omnice	43-045	I	2387
639	Sylwester	Borkowski	Politechnika Królewska	2	Szczyrk	75-361	IV	1683
640	Zuzanna	Wronska	Politechnika Informatyczno-Elektroniczna	5	Skierniewice	18-665	II	878
641	Tomasz	Koscielny	Politechnika Informatyczno-Elektroniczna	3	Mys³owice	13-220	II	2245
642	Ada	Drukarczyk	Politechnika Informatyczno-Elektroniczna	2	Mys³owice	13-220	I	2353
643	Karol	Andrus	Politechnika Królewska	2	Nowy Targ	84-043	V	1775
644	Alicja	Medynska	Politechnika Królewska	2	Krzy¿ Wielkopolski	09-310	I	590
645	Katarzyna	Kwiecien	Politechnika Informatyczno-Elektroniczna	3	Bielsk Podlaski	96-087	II	772
646	Felicja	Ostrowska	Uniwersytet Rolniczy	3	Tarnowskie Góry	24-243	II	2466
647	Barbara	Przywarska	Politechnika Królewska	2	Sosnowiec	14-721	I	3020
648	Malwina	Kabala	Politechnika Informatyczno-Elektroniczna	8	Wadowice	47-222	I	2691
649	Lucyna	Trzopek	Uniwersytet Królewski	3	S³awków	42-081	V	2758
650	Kamil	Polkowski	Politechnika Królewska	2	Katowice	72-241	II	357
651	Czeslawa	Kalinowska	Uniwersytet Królewski	5	Brzesko	96-703	V	2752
652	Emilia	Banach	Politechnika Informatyczno-Elektroniczna	3	RogoŸnik	74-768	I	2695
653	Wiktoria	Gorska	Politechnika Informatyczno-Elektroniczna	5	¯ory	29-724	II	391
654	Dariusz	Hentelski	Uniwersytet Królewski	2	Siewierz	65-885	I	1750
655	Pawel	Pawlowski	Politechnika Królewska	2	Konin	39-551	I	2802
656	Krzysztof	Siemion	Uniwersytet Sportu i Turystyki	5	Radom	43-586	V	2344
657	Marcin	Bienkowski	Politechnika Informatyczno-Elektroniczna	3	Bêdzin	69-501	I	3025
658	Artur	Dartcjan	Politechnika Informatyczno-Elektroniczna	9	Piechowice	57-943	I	1008
659	Felicja	Adamkowska	Uniwersytet Królewski	2	Nowy S¹cz	62-813	I	617
660	Karolina	Naparstek	Politechnika Informatyczno-Elektroniczna	2	Nowy S¹cz	62-813	I	2409
661	Aleksandra	Wybraniec	Uniwersytet Królewski	5	Koszalin	36-759	I	764
662	Michal	Otwinowski	Uniwersytet Królewski	2	Ustroñ	51-637	I	2659
663	Lechoslawa	Burcz	Uniwersytet Rolniczy	5	Kobylin-Borzymy	21-258	III	2874
664	Bozena	Sowa	Uniwersytet Pedagogiczny	5	Siewierz	65-885	I	691
665	Kacper	Luty	Uniwersytet Królewski	8	Wodzis³aw Sl¹ski	83-544	III	3201
666	Wioletta	Pacula	Uniwersytet Królewski	7	Pila	06-355	V	2742
667	Szczepan	Sobczak	Uniwersytet Królewski	5	Mys³owice	13-220	V	902
668	Kacper	Babinski	Uniwersytet Królewski	5	Wadowice	47-222	I	831
669	Alicja	Barczynska	Uniwersytet Królewski	5	Bezledy	75-057	I	2679
670	Ewelina	Kobus	Politechnika Informatyczno-Elektroniczna	5	Brañsk	29-325	I	811
671	Agnieszka	Lencznarowicz	Uniwersytet Królewski	5	Myszków	91-786	III	478
672	Barbara	Barszczykiewicz	Politechnika Królewska	2	Œwieradów-Zdrój	01-685	I	2827
673	Klara	Lipiec	Politechnika Informatyczno-Elektroniczna	5	Rabka	30-698	I	355
674	Jacek	Zuchowicz	Politechnika Informatyczno-Elektroniczna	3	Wis³a	99-436	II	1668
675	Andrzej	Wisniewski	Politechnika Królewska	2	Katowice	72-241	I	2322
676	Oskar	Kolodziej	Politechnika Informatyczno-Elektroniczna	2	Gdynia	13-179	II	1535
677	Jakub	Piotrowski	Politechnika Informatyczno-Elektroniczna	3	Szczyrk	75-361	IV	2456
678	Bogumila	Grubba	Uniwersytet Królewski	2	Soœnicowice	15-658	V	858
679	Sandra	Swiatek	Uniwersytet Sportu i Turystyki	2	Ogrodzieniec	82-082	I	2456
680	Anna	Barciszewska	Uniwersytet Rolniczy	5	RogoŸnik	74-768	I	709
681	Maryla	Ciechowicz	Uniwersytet Królewski	9	Pszczyna	53-858	I	2219
682	Katarzyna	Garbacz	Uniwersytet Królewski	8	Wadowice	47-222	I	2010
683	Jaroslaw	Walewski	Politechnika Informatyczno-Elektroniczna	5	Ogrodzieniec	82-082	II	356
684	Amadeusz	Bartosik	Uniwersytet Królewski	5	Zawiercie	58-922	I	607
685	Marcin	Gorec	Politechnika Królewska	2	Sura¿	76-117	I	2939
686	Maciej	Poradisz	Politechnika Informatyczno-Elektroniczna	5	Chalupki	70-071	III	3037
687	Jan	Barbucha	Uniwersytet Królewski	3	Ruda Sl¹ska	12-684	I	3276
688	Magdalena	Nadarzyn	Politechnika Informatyczno-Elektroniczna	2	Bêdzin	69-501	I	1880
689	Celina	Pietras	Politechnika Informatyczno-Elektroniczna	5	Wojkowice	84-273	V	2872
690	Wanda	Rossudowska	Uniwersytet Pedagogiczny	2	Tychy	76-939	II	2554
691	Karolina	Tomsza	Politechnika Informatyczno-Elektroniczna	2	Racibórz	00-355	I	767
692	Bartosz	Ziolkowski	Uniwersytet Rolniczy	7	Wodzis³aw Sl¹ski	83-544	I	3056
693	Kamil	Borysow	Politechnika Królewska	2	Prudnik	09-823	I	421
694	Irena	Ignaszewska	Uniwersytet Królewski	8	Tarnów	87-348	I	1160
695	Miroslawa	Grzesik	Uniwersytet Królewski	3	Nowy Targ	84-043	I	788
696	Krzysztof	Bladowicz	Politechnika Informatyczno-Elektroniczna	5	Myszków	91-786	I	2004
697	Maciej	Kula	Politechnika Informatyczno-Elektroniczna	5	Siedlce	14-461	I	2418
698	Kamil	Wieczorek	Uniwersytet Królewski	2	Tarnów	87-348	IV	2065
699	Ewa	Jurek	Politechnika Królewska	2	Siemianowice Sl¹skie	09-006	I	2101
700	Zyta	Bugala	Uniwersytet Królewski	5	Pszczyna	53-858	II	1958
701	Beata	Stan	Politechnika Informatyczno-Elektroniczna	3	Aleksandrow Kujawski	53-614	I	2033
702	Juliusz	Wozniak	Uniwersytet Pedagogiczny	5	Koniaków	34-607	I	1523
703	Hanna	Okularczyk	Politechnika Informatyczno-Elektroniczna	2	Cieszyn	68-101	I	507
704	Aleksy	Borkowski	Politechnika Informatyczno-Elektroniczna	7	Witonia	21-857	IV	1035
705	Dorota	Byra	Politechnika Królewska	2	Zielona Góra	95-970	I	1233
706	Gertruda	Rzasowska	Akademia Sztuk Piêknych	2	W¹growiec	87-659	II	2877
707	Lukasz	Kostosz	Uniwersytet Królewski	3	Tarnowskie Góry	24-243	IV	1060
708	Pawel	Orczyk	Uniwersytet Królewski	1	Ruda Sl¹ska	12-684	I	627
709	Natasza	Konewka	Wy¿sza Szko³a Techniczna	5	Szczekociny	66-008	V	2056
710	Alicja	Cygan	Uniwersytet Królewski	5	Zielona Góra	95-970	I	2578
711	Anna	Bugajska	Politechnika Informatyczno-Elektroniczna	10	Limanowa	65-385	I	412
712	Antoni	Wojtyra	Politechnika Informatyczno-Elektroniczna	5	Radom	43-586	I	2404
713	Jan	Matczak	Uniwersytet Królewski	2	Kielce	04-274	I	2042
714	Michal	Kopernik	Uniwersytet Królewski	2	Miko³ów	96-497	I	499
715	Andrzej	Kozlowski	Uniwersytet Królewski	5	Szczyrk	75-361	I	2133
716	Adam	Jasiewicz	Uniwersytet Królewski	5	RogoŸnik	74-768	I	1554
717	Jan	Janosik	Uniwersytet Królewski	5	Julianka	95-306	III	736
718	Adam	Bledowski	Politechnika Informatyczno-Elektroniczna	5	Wadowice	47-222	I	1956
719	Klementyna	Mrozinska	Politechnika Informatyczno-Elektroniczna	5	Soœnicowice	15-658	I	1079
720	Aleksander	Pawlak	Politechnika Królewska	2	Gorzów Wielkopolski	78-003	III	705
721	Waclaw	Slaski	Politechnika Królewska	2	Siemianowice Sl¹skie	09-006	II	2809
722	Jakub	Kanciala	Politechnika Informatyczno-Elektroniczna	3	Jejkowice	67-738	I	2021
723	Julia	Pondo	Politechnika Informatyczno-Elektroniczna	3	Katowice	72-241	I	1019
724	Jozef	Biegar	Politechnika Królewska	2	D¹browa Górnicza	75-727	I	2878
725	Pawel	Beryl	Politechnika Informatyczno-Elektroniczna	2	Jêdrzejów	62-049	I	2101
726	Paulina	Bulejska	Politechnika Informatyczno-Elektroniczna	3	Kêdzierzyn-KoŸle	81-133	I	1286
727	Wiktoria	Dobosz	Uniwersytet Królewski	2	G³ubczyce	65-458	V	2498
728	Izabella	Bluza	Uniwersytet Królewski	2	Zabrodzie	71-608	III	3258
729	Karol	Anyzkiewicz	Politechnika Królewska	5	Kêdzierzyn-KoŸle	81-133	II	2274
730	Ksenia	Kadziola	Uniwersytet Królewski	5	Skierniewice	18-665	V	2742
731	Lechoslaw	Nowakowicz	Uniwersytet Królewski	3	Je¿ewo	53-780	II	1084
732	Bronislawa	Michalska	Politechnika Informatyczno-Elektroniczna	5	Zawiercie	58-922	II	3097
733	Marta	Czerny	Uniwersytet Królewski	5	Tarnowskie Góry	24-243	I	394
734	Helena	Kotlarz	Politechnika Informatyczno-Elektroniczna	2	Szczyrk	75-361	I	559
735	Michal	Galas	Politechnika Informatyczno-Elektroniczna	5	Bydgoszcz	29-199	I	2461
736	Robert	Tomaszewski	Politechnika Królewska	2	Wis³a	99-436	IV	1511
737	Karol	Boran	Uniwersytet Królewski	2	Sucha Beskidzka	98-902	I	2190
738	Agnieszka	Mordak	Uniwersytet Rolniczy	3	Tworóg	62-560	II	3292
739	Tomasz	Suder	Uniwersytet Królewski	5	Kielce	04-274	I	2998
740	Stefan	Polanicki	Uniwersytet Królewski	8	Wodzis³aw Sl¹ski	83-544	II	770
741	Roman	Kolek	Politechnika Informatyczno-Elektroniczna	5	Limanowa	65-385	I	674
742	Magdalena	Peciak	Uniwersytet Ekonomiczny	5	Ogrodzieniec	82-082	I	2024
743	Michal	Czajczyk	Politechnika Królewska	2	Kraœnik	90-749	I	3080
744	Natasza	Rudnicka	Uniwersytet Królewski	4	Bia³a Podlaska	00-425	III	1178
745	Wojciech	Kwiecien	Uniwersytet Królewski	3	Jelenia Góra	14-742	II	956
746	Michal	Kurtyka	Politechnika Informatyczno-Elektroniczna	5	Nowy S¹cz	62-813	IV	1445
747	Agnieszka	Dziernanowska	Politechnika Królewska	5	Krosno	80-338	I	2982
748	Danuta	Bodnar	Politechnika Informatyczno-Elektroniczna	2	¯ory	29-724	III	1543
749	Bartosz	Gasior	Uniwersytet Ekonomiczny	3	Wejherowo	68-209	I	2138
750	Tadeusz	Staron	Politechnika Informatyczno-Elektroniczna	2	Rabka	30-698	IV	2198
751	Andrzej	Kacperski	Politechnika Informatyczno-Elektroniczna	4	Mys³owice	13-220	I	2370
752	Kinga	Krol	Politechnika Informatyczno-Elektroniczna	2	Kogutek	99-754	III	3262
753	Katarzyna	Biedka	Politechnika Królewska	2	Bielsk Podlaski	96-087	I	2705
754	Alina	Wolowiec	Uniwersytet Rolniczy	2	Sucha Beskidzka	98-902	I	2760
755	Szymon	Boruta	Akademia Sztuk Piêknych	3	Nowy S¹cz	62-813	V	945
756	Miroslawa	Prawy	Politechnika Informatyczno-Elektroniczna	8	W³odowice	37-089	V	3156
757	Malgorzata	Bronislawska	Politechnika Królewska	1	Jaworzynka	56-921	I	735
758	Szymon	Perczynski	Uniwersytet Ekonomiczny	2	Katowice	72-241	III	1216
759	Jowita	Farcik	Uniwersytet Królewski	3	Koniaków	34-607	IV	2443
760	Agnieszka	Chmielarz	Politechnika Informatyczno-Elektroniczna	4	Wolbrom	46-174	I	2139
761	Artur	Chodyrak	Uniwersytet Królewski	5	Kety	36-844	I	2338
762	Piotr	Wojcik	Uniwersytet Królewski	2	Przemyœl	38-959	II	1625
763	Janusz	Gajda	Uniwersytet Królewski	5	Pilica	15-308	V	2262
764	Barbara	Chrzanowska	Politechnika Informatyczno-Elektroniczna	5	Œwiêtoch³owice	38-932	I	997
765	Pawel	Janicki	Politechnika Informatyczno-Elektroniczna	5	Mys³owice	13-220	V	1067
766	Dariusz	Chrascik	Uniwersytet Królewski	2	KuŸnia Raciborska	78-122	IV	3152
767	Edyta	Kurdzielewicz	Politechnika Informatyczno-Elektroniczna	2	Bia³ystok	54-632	I	2710
768	Roman	Listopad	Uniwersytet Królewski	5	RogoŸnik	74-768	IV	2018
769	Honorata	Milosz	Politechnika Informatyczno-Elektroniczna	2	Nowy Targ	84-043	III	761
770	Zofia	Luszczyk	Politechnika Informatyczno-Elektroniczna	5	Ustroñ	51-637	II	2409
771	Tomasz	Mieta	Uniwersytet Królewski	2	Lubliniec	14-322	II	3329
772	Miroslawa	Czarnoleska	Uniwersytet Pedagogiczny	2	E³k	05-563	I	466
773	Wawrzyniec	Surowka	Politechnika Królewska	5	Gdañsk	83-271	IV	1644
774	Bohdan	Bielawski	Politechnika Królewska	7	Szamotu³y	64-698	I	2645
775	Mateusz	Cisek	Politechnika Informatyczno-Elektroniczna	3	Jêdrzejów	62-049	I	2376
776	Kacper	Kujalowski	Politechnika Królewska	3	S³awków	42-081	V	1195
777	Michal	Piekarz	Politechnika Królewska	2	Olkusz	19-255	II	3142
778	Sebastian	Kalicki	Politechnika Informatyczno-Elektroniczna	3	Grudzi¹dz	43-210	II	1441
779	Adam	Tuszynski	Politechnika Informatyczno-Elektroniczna	3	Cieszyn	68-101	I	2269
780	Jerzy	Barczyk	Politechnika Królewska	2	Medyka	67-566	I	3282
781	Angelika	Koszka	Politechnika Królewska	2	Koniaków	34-607	I	3338
782	Maciej	Pajak	Politechnika Królewska	3	Olkusz	19-255	IV	2558
783	Kamil	Slimak	Politechnika Informatyczno-Elektroniczna	3	Myszków	91-786	V	2585
784	Magdalena	Batycka	Politechnika Informatyczno-Elektroniczna	3	Chorzów	97-545	I	819
785	Wojciech	Chlebdanowski	Politechnika Królewska	2	Debrzno	03-065	I	827
786	Grzegorz	Wrzesinski	Politechnika Królewska	2	Wolbrom	46-174	V	1609
787	Jolanta	Zarebska	Politechnika Informatyczno-Elektroniczna	3	Lublin	79-726	I	885
788	Waclawa	Zaba	Politechnika Informatyczno-Elektroniczna	3	Kleszczów	18-459	IV	2347
789	Andrzej	Malek	Uniwersytet Królewski	2	Myszków	91-786	IV	451
790	Patryk	Gruszka	Politechnika Informatyczno-Elektroniczna	2	Katowice	72-241	III	2625
791	Fryderyka	Radecka	Politechnika Informatyczno-Elektroniczna	5	Bytom	80-339	III	1004
792	Boleslawa	Sarna	Uniwersytet Sportu i Turystyki	2	Gryfice	51-783	V	1915
793	Marlena	Warszawska	Uniwersytet Królewski	2	Brañsk	29-325	I	570
794	Jan	Kozakowski	Politechnika Informatyczno-Elektroniczna	9	Rajcza	18-286	I	2539
795	Angelika	Bartusiak	Uniwersytet Rolniczy	5	Tarnobrzeg	85-266	III	365
796	Grzegorz	Sawicki	Uniwersytet Królewski	2	Miko³ajki	83-977	III	2857
797	Maciej	Boni	Uniwersytet Królewski	8	Wodzis³aw Sl¹ski	83-544	IV	2667
798	Dorota	Blaszczyk	Politechnika Królewska	5	Zamoœæ	99-773	I	1145
799	Oliwia	Bogdal	Akademia Sztuk Piêknych	5	Jaworzno	98-650	III	2021
800	Patryk	Kopytko	Politechnika Informatyczno-Elektroniczna	3	S³awków	42-081	I	3142
801	Monika	Mielecka	Politechnika Informatyczno-Elektroniczna	1	Strzelce Opolskie	60-596	I	669
802	Andrzej	Stefanczyk	Uniwersytet Królewski	2	Rajcza	18-286	V	1992
803	Patryk	Fiszer	Politechnika Królewska	2	Cieszyn	68-101	I	1576
804	Wislawa	Maciejewska	Uniwersytet Rolniczy	5	Jastrzêbie-Zdrój	51-394	IV	3031
805	Jozef	Krosno	Politechnika Informatyczno-Elektroniczna	3	Sucha Beskidzka	98-902	I	1102
806	Maksym	Znojek	Uniwersytet Królewski	8	Œwiêtoch³owice	38-932	II	1934
807	Przemyslaw	Kaczmarek	Uniwersytet Królewski	2	Wodzis³aw Sl¹ski	83-544	III	1140
808	Zofia	Barszczewska	Politechnika Królewska	5	Œwiêtoch³owice	38-932	II	957
809	Artur	Binkowski	Politechnika Informatyczno-Elektroniczna	5	Dêbowiec	36-478	I	1149
810	Adam	Jankowski	Politechnika Informatyczno-Elektroniczna	3	Nowy S¹cz	62-813	I	2449
811	Adam	Skalny	Uniwersytet Rolniczy	2	Mys³owice	13-220	III	426
812	Mariusz	Garlowski	Uniwersytet Królewski	2	Katowice	72-241	II	2438
813	Beata	Nowotarska	Politechnika Informatyczno-Elektroniczna	8	Julianka	95-306	I	443
814	Maciej	Mojsanowicz	Politechnika Królewska	5	Siemianowice Sl¹skie	09-006	I	2736
815	Anastazja	Majewska	Politechnika Informatyczno-Elektroniczna	2	Bielsk Podlaski	96-087	II	1476
816	Dorota	Zybowska	Politechnika Informatyczno-Elektroniczna	3	Szczekociny	66-008	I	1338
817	Oskar	Kozlowski	Politechnika Informatyczno-Elektroniczna	2	Dobre Miasto	52-964	I	1767
818	Pawel	Guzik	Uniwersytet Sportu i Turystyki	2	Jejkowice	67-738	II	596
819	Roman	Jakubczyk	Politechnika Informatyczno-Elektroniczna	2	Chalupki	70-071	II	1621
820	Celina	Mieleszko	Politechnika Informatyczno-Elektroniczna	9	Siewierz	65-885	I	667
821	Joanna	Bycz	Uniwersytet Królewski	2	Baborów	48-364	III	1555
822	Marek	Walbiner	Uniwersytet Królewski	2	Sanok	71-890	V	2479
823	Robert	Kasa	Wy¿sza Szko³a Techniczna	5	Kêdzierzyn-KoŸle	81-133	I	2535
824	Piotr	Hardy	Politechnika Informatyczno-Elektroniczna	5	Rabka	30-698	I	2849
825	Radoslawa	Poniedzialek	Politechnika Informatyczno-Elektroniczna	10	Zabrze	91-525	V	1720
826	Dorota	Stachowska	Politechnika Królewska	2	Racibórz	00-355	I	2242
827	Iwona	Bardzio	Uniwersytet Królewski	2	Jaworzno	98-650	I	3124
828	Zygmunt	Banachowicz	Politechnika Królewska	3	Olszyna	69-786	II	3239
829	Adam	Krakowski	Uniwersytet Królewski	5	Zakopane	00-995	I	2391
830	Teresa	Grabik	Politechnika Królewska	3	Miechów	47-553	V	3145
831	Szymon	Czaja	Politechnika Informatyczno-Elektroniczna	5	RogoŸnik	74-768	V	912
832	Cezar	Adamski	Akademia Sztuk Piêknych	3	Tarnowskie Góry	24-243	IV	1316
833	Krystian	Dziwulski	Politechnika Informatyczno-Elektroniczna	2	Przemyœl	38-959	I	2368
834	Joanna	Andrychowicz	Uniwersytet Królewski	1	Lublin	79-726	I	1032
835	Filip	Balica	Politechnika Informatyczno-Elektroniczna	2	G³ucho³azy	30-136	I	1617
836	Patrycja	Kantor	Politechnika Informatyczno-Elektroniczna	5	KuŸnia Raciborska	78-122	IV	534
837	Oskar	Ryba	Politechnika Informatyczno-Elektroniczna	2	Józefów	40-643	II	2275
838	Miron	Raban	Politechnika Informatyczno-Elektroniczna	2	Pyrzowice	49-345	IV	1362
839	Przemyslaw	Choloniewski	Uniwersytet Ekonomiczny	2	Cieszyn	68-101	V	2602
840	Sebastian	Carek	Politechnika Informatyczno-Elektroniczna	2	Giera³towice	04-834	II	2328
841	Karol	Wlodek	Politechnika Informatyczno-Elektroniczna	4	Katowice	72-241	IV	2534
842	Bogdan	Benedykt	Akademia Sztuk Piêknych	2	Œwinoujskie	13-345	I	2228
843	Brygida	Jakobik	Uniwersytet Królewski	2	Olkusz	19-255	V	2648
844	Paulina	Szeruga	Uniwersytet Królewski	1	Olkusz	19-255	I	2077
845	Jadwiga	Loch	Uniwersytet Królewski	5	Mys³owice	13-220	I	1676
846	Ewa	Sosnowska	Uniwersytet Ekonomiczny	5	Nysa	72-297	I	1151
847	Roman	Aronowski	Uniwersytet Pedagogiczny	5	Œwiêtoch³owice	38-932	I	1576
848	Jaroslaw	Szczepanski	Uniwersytet Królewski	4	Nowy Targ	84-043	II	2180
849	Andrzej	Bilinski	Wy¿sza Szko³a Techniczna	7	Dobre Miasto	52-964	I	1048
850	Jacek	Halemba	Uniwersytet Ekonomiczny	5	Ciechocinek	98-839	II	1165
851	Tomasz	Wojtkiewicz	Politechnika Informatyczno-Elektroniczna	10	Poznañ	40-853	I	2811
852	Mateusz	Kojec	Politechnika Królewska	4	S³awków	42-081	I	1884
853	Ewelina	Ambroziak	Politechnika Królewska	2	Bia³aszewo	56-545	I	2891
854	Beata	Moskala	Politechnika Królewska	3	Mys³owice	13-220	IV	972
855	Kamil	Amanowicz	Politechnika Królewska	3	Wodzis³aw Sl¹ski	83-544	I	535
856	Jadwiga	Chodorowska	Uniwersytet Królewski	3	Na³êczów	83-630	I	2763
857	Janina	Bawinek	Politechnika Królewska	3	Pyrzyce	76-362	I	3327
858	Eustachy	Kendziora	Uniwersytet Królewski	5	Bielsk Podlaski	96-087	IV	2414
859	Karolina	Bromska	Politechnika Informatyczno-Elektroniczna	3	Dêbica	53-306	I	2480
860	Robert	Rurski	Politechnika Informatyczno-Elektroniczna	5	Wejherowo	68-209	II	1955
861	Andrzej	Koziol	Politechnika Informatyczno-Elektroniczna	2	Szczyrk	75-361	V	1428
862	Dominika	Maslon	Uniwersytet Ekonomiczny	2	Zgorzelec	79-972	I	1175
863	Martyn	Wisniewski	Politechnika Informatyczno-Elektroniczna	2	Zabrze	91-525	V	2380
864	Elzbieta	Makalu	Uniwersytet Królewski	4	Brzesko	96-703	V	2964
865	Beata	Nowakowska	Uniwersytet Królewski	2	Myszków	91-786	III	3044
866	Anna	Sawicka	Uniwersytet Królewski	5	Nowy Targ	84-043	V	1134
867	Elzbieta	Wieczorek	Politechnika Informatyczno-Elektroniczna	5	Pszczyna	53-858	IV	3214
868	Jerzy	Kaktus	Politechnika Informatyczno-Elektroniczna	5	Mordy	07-754	I	2732
869	Alicja	Cichocka	Uniwersytet Pedagogiczny	2	Sosnowiec	14-721	I	780
870	Jolanta	Kukulska	Uniwersytet Rolniczy	2	Wolbrom	46-174	I	2523
871	Magdalena	Jackowska	Uniwersytet Królewski	7	Wodzis³aw Sl¹ski	83-544	I	3178
872	Dagmara	Szumska	Politechnika Informatyczno-Elektroniczna	8	Sanok	71-890	I	2039
873	Aleksandra	Paluch	Uniwersytet Królewski	5	Ustroñ	51-637	I	2456
874	Marek	Markiewicz	Politechnika Informatyczno-Elektroniczna	2	Miko³ów	96-497	I	620
875	Roman	Arecki	Uniwersytet Królewski	5	Siemianowice Sl¹skie	09-006	I	2086
876	Mikolaj	Lisinski	Uniwersytet Królewski	2	Szczecin	22-544	I	930
877	Maria	Baron	Uniwersytet Królewski	5	Bêdzin	69-501	I	1112
878	Grzegorz	Jaworski	Uniwersytet Sportu i Turystyki	5	Tarnowskie Góry	24-243	I	2185
879	Magdalena	Rysowicz	Politechnika Królewska	5	Tychy	76-939	I	1731
880	Dominik	Marek	Uniwersytet Królewski	9	Gliwice	11-608	IV	519
881	Franciszek	Kucharski	Politechnika Informatyczno-Elektroniczna	3	Tarnobrzeg	85-266	IV	2317
882	Urszula	Czajka	Uniwersytet Królewski	5	Katowice	72-241	II	1846
883	Anna	Szyma	Politechnika Informatyczno-Elektroniczna	2	RogoŸnik	74-768	IV	753
884	Radomil	Grudzien	Politechnika Królewska	5	Jêdrzejów	62-049	V	2077
885	Wladyslawa	Konwicka	Politechnika Informatyczno-Elektroniczna	2	Œwiêtoch³owice	38-932	V	1259
886	Jadwiga	Osinska	Politechnika Informatyczno-Elektroniczna	3	Strzelce Opolskie	60-596	II	1004
887	Stefan	Kalinowski	Uniwersytet Rolniczy	2	Mys³owice	13-220	II	1932
888	Karol	Myrcik	Politechnika Informatyczno-Elektroniczna	2	Rybnik	24-983	II	2011
889	Anna	Oman	Politechnika Informatyczno-Elektroniczna	8	Jêdrzejów	62-049	I	1445
