Id_studenta;Imie;Nazwisko;Uczelnia;Miejsce_zam;Rok_studiow;Dochod_na_osobe
686;Maciej;Poradisz;Politechnika Informatyczno-Elektroniczna;Mikolow;III;3037
687;Jan;Barbucha;Uniwersytet Krolewski;Mikolow;V;3276
688;Magdalena;Nadarzyn;Politechnika Informatyczno-Elektroniczna;Mikolow;II;1880
689;Celina;Pietras;Politechnika Informatyczno-Elektroniczna;Mikolow;I;2872
690;Wanda;Rossudowska;Uniwersytet Pedagogiczny;Mikolow;I;2554
691;Karolina;Tomsza;Politechnika Informatyczno-Elektroniczna;Mikolow;III;767
692;Bartosz;Ziolkowski;Uniwersytet Rolniczy;Mikolow;I;3056
693;Kamil;Borysow;Politechnika Krolewska;Mikolow;I;421
694;Irena;Ignaszewska;Uniwersytet Krolewski;Mikolow;I;1160
695;Miroslawa;Grzesik;Uniwersytet Krolewski;Mikolow;I;788
696;Krzysztof;Bladowicz;Politechnika Informatyczno-Elektroniczna;Mikolow;I;2004
697;Maciej;Kula;Politechnika Informatyczno-Elektroniczna;Mikolow;V;2418
698;Kamil;Wieczorek;Uniwersytet Krolewski;Mikolow;I;2065
699;Ewa;Jurek;Politechnika Krolewska;Mirow;V;2101
700;Zyta;Bugala;Uniwersytet Krolewski;Mlynarze;III;1958
701;Beata;Stan;Politechnika Informatyczno-Elektroniczna;Mlynarze;IV;2033
702;Juliusz;Wozniak;Uniwersytet Pedagogiczny;Mlynarze;V;1523
703;Hanna;Okularczyk;Politechnika Informatyczno-Elektroniczna;Mlynarze;III;507
704;Aleksy;Borkowski;Politechnika Informatyczno-Elektroniczna;Monki;IV;1035
705;Dorota;Byra;Politechnika Krolewska;Monki;I;1233
706;Gertruda;Rzasowska;Akademia Sztuk Pieknych;Mordy;I;2877
707;Lukasz;Kostosz;Uniwersytet Krolewski;Myslowice;I;1060
708;Pawel;Orczyk;Uniwersytet Krolewski;Myslowice;I;627
709;Natasza;Konewka;Wyzsza Szko�a Techniczna;Myslowice;I;2056
710;Alicja;Cygan;Uniwersytet Krolewski;Myslowice;I;2578
711;Anna;Bugajska;Politechnika Informatyczno-Elektroniczna;Myslowice;I;412
712;Antoni;Wojtyra;Politechnika Informatyczno-Elektroniczna;Myslowice;IV;2404
713;Jan;Matczak;Uniwersytet Krolewski;Myslowice;IV;2042
714;Michal;Kopernik;Uniwersytet Krolewski;Myslowice;II;499
715;Andrzej;Kozlowski;Uniwersytet Krolewski;Myslowice;II;2133
716;Adam;Jasiewicz;Uniwersytet Krolewski;Myslowice;I;1554
717;Jan;Janosik;Uniwersytet Krolewski;Myslowice;III;736
718;Adam;Bledowski;Politechnika Informatyczno-Elektroniczna;Myslowice;I;1956
719;Klementyna;Mrozinska;Politechnika Informatyczno-Elektroniczna;Myslowice;II;1079
720;Aleksander;Pawlak;Politechnika Krolewska;Myslowice;I;705
721;Waclaw;Slaski;Politechnika Krolewska;Myslowice;II;2809
722;Jakub;Kanciala;Politechnika Informatyczno-Elektroniczna;Myslowice;I;2021
723;Julia;Pondo;Politechnika Informatyczno-Elektroniczna;Myslowice;V;1019
724;Jozef;Biegar;Politechnika Krolewska;Myslowice;I;2878
725;Pawel;Beryl;Politechnika Informatyczno-Elektroniczna;Myslowice;V;2101
726;Paulina;Bulejska;Politechnika Informatyczno-Elektroniczna;Myslowice;III;1286
727;Wiktoria;Dobosz;Uniwersytet Krolewski;Myslowice;I;2498
728;Izabella;Bluza;Uniwersytet Krolewski;Myslowice;IV;3258
729;Karol;Anyzkiewicz;Politechnika Krolewska;Myslowice;II;2274
730;Ksenia;Kadziola;Uniwersytet Krolewski;Myslowice;IV;2742
731;Lechoslaw;Nowakowicz;Uniwersytet Krolewski;Myslowice;I;1084
732;Bronislawa;Michalska;Politechnika Informatyczno-Elektroniczna;Myslowice;III;3097
733;Marta;Czerny;Uniwersytet Krolewski;Myslowice;III;394
734;Helena;Kotlarz;Politechnika Informatyczno-Elektroniczna;Myslowice;I;559
735;Michal;Galas;Politechnika Informatyczno-Elektroniczna;Myslowice;I;2461
736;Robert;Tomaszewski;Politechnika Krolewska;Myszkow;III;1511
737;Karol;Boran;Uniwersytet Krolewski;Myszkow;I;2190
738;Agnieszka;Mordak;Uniwersytet Rolniczy;Myszkow;III;3292
739;Tomasz;Suder;Uniwersytet Krolewski;Myszkow;I;2998
740;Stefan;Polanicki;Uniwersytet Krolewski;Myszkow;III;770
741;Roman;Kolek;Politechnika Informatyczno-Elektroniczna;Myszkow;III;674
742;Magdalena;Peciak;Uniwersytet Ekonomiczny;Myszkow;I;2024
743;Michal;Czajczyk;Politechnika Krolewska;Myszkow;V;3080
744;Natasza;Rudnicka;Uniwersytet Krolewski;Myszkow;IV;1178
745;Wojciech;Kwiecien;Uniwersytet Krolewski;Myszkow;III;956
746;Michal;Kurtyka;Politechnika Informatyczno-Elektroniczna;Myszkow;I;1445
747;Agnieszka;Dziernanowska;Politechnika Krolewska;Myszkow;II;2982
748;Danuta;Bodnar;Politechnika Informatyczno-Elektroniczna;Naleczow;V;1543
749;Bartosz;Gasior;Uniwersytet Ekonomiczny;Naleczow;I;2138
750;Tadeusz;Staron;Politechnika Informatyczno-Elektroniczna;Naleczow;V;2198
751;Andrzej;Kacperski;Politechnika Informatyczno-Elektroniczna;Naleczow;IV;2370
752;Kinga;Krol;Politechnika Informatyczno-Elektroniczna;Naleczow;I;3262
753;Katarzyna;Biedka;Politechnika Krolewska;Naleczow;IV;2705
754;Alina;Wolowiec;Uniwersytet Rolniczy;Naleczow;I;2760
755;Szymon;Boruta;Akademia Sztuk Pieknych;Naleczow;II;945
756;Miroslawa;Prawy;Politechnika Informatyczno-Elektroniczna;Naleczow;II;3156
757;Malgorzata;Bronislawska;Politechnika Krolewska;Naleczow;IV;735
758;Szymon;Perczynski;Uniwersytet Ekonomiczny;Naleczow;I;1216
759;Jowita;Farcik;Uniwersytet Krolewski;Naleczow;I;2443
760;Agnieszka;Chmielarz;Politechnika Informatyczno-Elektroniczna;Naleczow;I;2139
761;Artur;Chodyrak;Uniwersytet Krolewski;Naleczow;I;2338
762;Piotr;Wojcik;Uniwersytet Krolewski;Nowy Sacz;II;1625
763;Janusz;Gajda;Uniwersytet Krolewski;Nowy Sacz;I;2262
764;Barbara;Chrzanowska;Politechnika Informatyczno-Elektroniczna;Nowy Sacz;I;997
765;Pawel;Janicki;Politechnika Informatyczno-Elektroniczna;Nowy Sacz;I;1067
766;Dariusz;Chrascik;Uniwersytet Krolewski;Nowy Sacz;I;3152
767;Edyta;Kurdzielewicz;Politechnika Informatyczno-Elektroniczna;Nowy Sacz;I;2710
768;Roman;Listopad;Uniwersytet Krolewski;Nowy Sacz;I;2018
769;Honorata;Milosz;Politechnika Informatyczno-Elektroniczna;Nowy Sacz;I;761
770;Zofia;Luszczyk;Politechnika Informatyczno-Elektroniczna;Nowy Sacz;IV;2409
771;Tomasz;Mieta;Uniwersytet Krolewski;Nowy Sacz;V;3329
772;Miroslawa;Czarnoleska;Uniwersytet Pedagogiczny;Nowy Sacz;I;466
773;Wawrzyniec;Surowka;Politechnika Krolewska;Nowy Sacz;I;1644
774;Bohdan;Bielawski;Politechnika Krolewska;Nowy Sacz;III;2645
775;Mateusz;Cisek;Politechnika Informatyczno-Elektroniczna;Nowy Sacz;III;2376
776;Kacper;Kujalowski;Politechnika Krolewska;Nowy Sacz;V;1195
777;Michal;Piekarz;Politechnika Krolewska;Nowy Sacz;III;3142
778;Sebastian;Kalicki;Politechnika Informatyczno-Elektroniczna;Nowy Sacz;I;1441
779;Adam;Tuszynski;Politechnika Informatyczno-Elektroniczna;Nowy Sacz;IV;2269
780;Jerzy;Barczyk;Politechnika Krolewska;Nowy Sacz;I;3282
781;Angelika;Koszka;Politechnika Krolewska;Nowy Sacz;III;3338
782;Maciej;Pajak;Politechnika Krolewska;Nowy Targ;II;2558
783;Kamil;Slimak;Politechnika Informatyczno-Elektroniczna;Nowy Targ;I;2585
784;Magdalena;Batycka;Politechnika Informatyczno-Elektroniczna;Nowy Targ;I;819
785;Wojciech;Chlebdanowski;Politechnika Krolewska;Nowy Targ;I;827
786;Grzegorz;Wrzesinski;Politechnika Krolewska;Nowy Targ;I;1609
787;Jolanta;Zarebska;Politechnika Informatyczno-Elektroniczna;Nowy Targ;I;885
788;Waclawa;Zaba;Politechnika Informatyczno-Elektroniczna;Nowy Targ;I;2347
789;Andrzej;Malek;Uniwersytet Krolewski;Nowy Targ;II;451
790;Patryk;Gruszka;Politechnika Informatyczno-Elektroniczna;Nowy Targ;I;2625
791;Fryderyka;Radecka;Politechnika Informatyczno-Elektroniczna;Nowy Targ;V;1004
792;Boleslawa;Sarna;Uniwersytet Sportu i Turystyki;Nowy Targ;I;1915
793;Marlena;Warszawska;Uniwersytet Krolewski;Nowy Targ;III;570
794;Jan;Kozakowski;Politechnika Informatyczno-Elektroniczna;Nowy Targ;V;2539
795;Angelika;Bartusiak;Uniwersytet Rolniczy;Nowy Targ;I;365
796;Grzegorz;Sawicki;Uniwersytet Krolewski;Nowy Targ;III;2857
797;Maciej;Boni;Uniwersytet Krolewski;Nowy Targ;II;2667
798;Dorota;Blaszczyk;Politechnika Krolewska;Nowy Targ;V;1145
799;Oliwia;Bogdal;Akademia Sztuk Pieknych;Nowy Targ;I;2021
800;Patryk;Kopytko;Politechnika Informatyczno-Elektroniczna;Nowy Targ;I;3142
801;Monika;Mielecka;Politechnika Informatyczno-Elektroniczna;Nowy Targ;III;669
802;Andrzej;Stefanczyk;Uniwersytet Krolewski;Nowy Targ;I;1992
803;Patryk;Fiszer;Politechnika Krolewska;Nowy Targ;II;1576
804;Wislawa;Maciejewska;Uniwersytet Rolniczy;Nowy Targ;V;3031
805;Jozef;Krosno;Politechnika Informatyczno-Elektroniczna;Nowy Targ;I;1102
806;Maksym;Znojek;Uniwersytet Krolewski;Nowy Targ;II;1934
807;Przemyslaw;Kaczmarek;Uniwersytet Krolewski;Nowy Targ;V;1140
808;Zofia;Barszczewska;Politechnika Krolewska;Nowy Targ;III;957
809;Artur;Binkowski;Politechnika Informatyczno-Elektroniczna;Nowy Targ;I;1149
810;Adam;Jankowski;Politechnika Informatyczno-Elektroniczna;Nowy Targ;I;2449
811;Adam;Skalny;Uniwersytet Rolniczy;Nysa;V;426
812;Mariusz;Garlowski;Uniwersytet Krolewski;Nysa;III;2438
813;Beata;Nowotarska;Politechnika Informatyczno-Elektroniczna;Nysa;I;443
814;Maciej;Mojsanowicz;Politechnika Krolewska;Nysa;I;2736
815;Anastazja;Majewska;Politechnika Informatyczno-Elektroniczna;Nysa;I;1476
816;Dorota;Zybowska;Politechnika Informatyczno-Elektroniczna;Nysa;IV;1338
817;Oskar;Kozlowski;Politechnika Informatyczno-Elektroniczna;Nysa;I;1767
818;Pawel;Guzik;Uniwersytet Sportu i Turystyki;Nysa;V;596
819;Roman;Jakubczyk;Politechnika Informatyczno-Elektroniczna;Nysa;I;1621
820;Celina;Mieleszko;Politechnika Informatyczno-Elektroniczna;Nysa;I;667
821;Joanna;Bycz;Uniwersytet Krolewski;Nysa;I;1555
822;Marek;Walbiner;Uniwersytet Krolewski;Oborniki;I;2479
823;Robert;Kasa;Wyzsza Szko�a Techniczna;Oborniki;I;2535
824;Piotr;Hardy;Politechnika Informatyczno-Elektroniczna;Oborniki;I;2849
825;Radoslawa;Poniedzialek;Politechnika Informatyczno-Elektroniczna;Ogrodniki;I;1720
826;Dorota;Stachowska;Politechnika Krolewska;Ogrodniki;I;2242
827;Iwona;Bardzio;Uniwersytet Krolewski;Ogrodniki;I;3124
828;Zygmunt;Banachowicz;Politechnika Krolewska;Ogrodniki;I;3239
829;Adam;Krakowski;Uniwersytet Krolewski;Ogrodzieniec;V;2391
830;Teresa;Grabik;Politechnika Krolewska;Ogrodzieniec;V;3145
831;Szymon;Czaja;Politechnika Informatyczno-Elektroniczna;Ogrodzieniec;I;912
832;Cezar;Adamski;Akademia Sztuk Pieknych;Ogrodzieniec;I;1316
833;Krystian;Dziwulski;Politechnika Informatyczno-Elektroniczna;Ogrodzieniec;IV;2368
834;Joanna;Andrychowicz;Uniwersytet Krolewski;Ogrodzieniec;I;1032
835;Filip;Balica;Politechnika Informatyczno-Elektroniczna;Ogrodzieniec;II;1617
836;Patrycja;Kantor;Politechnika Informatyczno-Elektroniczna;Ogrodzieniec;V;534
837;Oskar;Ryba;Politechnika Informatyczno-Elektroniczna;Ogrodzieniec;II;2275
838;Miron;Raban;Politechnika Informatyczno-Elektroniczna;Ogrodzieniec;I;1362
839;Przemyslaw;Choloniewski;Uniwersytet Ekonomiczny;Ogrodzieniec;I;2602
840;Sebastian;Carek;Politechnika Informatyczno-Elektroniczna;Ogrodzieniec;II;2328
841;Karol;Wlodek;Politechnika Informatyczno-Elektroniczna;Ogrodzieniec;I;2534
842;Bogdan;Benedykt;Akademia Sztuk Pieknych;Ogrodzieniec;I;2228
843;Brygida;Jakobik;Uniwersytet Krolewski;Ogrodzieniec;I;2648
844;Paulina;Szeruga;Uniwersytet Krolewski;Ogrodzieniec;II;2077
845;Jadwiga;Loch;Uniwersytet Krolewski;Ogrodzieniec;I;1676
846;Ewa;Sosnowska;Uniwersytet Ekonomiczny;Ogrodzieniec;II;1151
847;Roman;Aronowski;Uniwersytet Pedagogiczny;Ogrodzieniec;IV;1576
848;Jaroslaw;Szczepanski;Uniwersytet Krolewski;Ogrodzieniec;I;2180
849;Andrzej;Bilinski;Wyzsza Szko�a Techniczna;Ogrodzieniec;I;1048
850;Jacek;Halemba;Uniwersytet Ekonomiczny;Ogrodzieniec;I;1165
851;Tomasz;Wojtkiewicz;Politechnika Informatyczno-Elektroniczna;Ogrodzieniec;IV;2811
852;Mateusz;Kojec;Politechnika Krolewska;Ogrodzieniec;I;1884
853;Ewelina;Ambroziak;Politechnika Krolewska;Ogrodzieniec;I;2891
854;Beata;Moskala;Politechnika Krolewska;Olkusz;II;972
855;Kamil;Amanowicz;Politechnika Krolewska;Olkusz;II;535
856;Jadwiga;Chodorowska;Uniwersytet Krolewski;Olkusz;I;2763
857;Janina;Bawinek;Politechnika Krolewska;Olkusz;I;3327
858;Eustachy;Kendziora;Uniwersytet Krolewski;Olkusz;I;2414
859;Karolina;Bromska;Politechnika Informatyczno-Elektroniczna;Olkusz;II;2480
860;Robert;Rurski;Politechnika Informatyczno-Elektroniczna;Olkusz;I;1955
861;Andrzej;Koziol;Politechnika Informatyczno-Elektroniczna;Olkusz;II;1428
862;Dominika;Maslon;Uniwersytet Ekonomiczny;Olkusz;IV;1175
863;Martyn;Wisniewski;Politechnika Informatyczno-Elektroniczna;Olkusz;V;2380
864;Elzbieta;Makalu;Uniwersytet Krolewski;Olkusz;I;2964
865;Beata;Nowakowska;Uniwersytet Krolewski;Olkusz;I;3044
866;Anna;Sawicka;Uniwersytet Krolewski;Olkusz;I;1134
867;Elzbieta;Wieczorek;Politechnika Informatyczno-Elektroniczna;Olkusz;IV;3214
868;Jerzy;Kaktus;Politechnika Informatyczno-Elektroniczna;Olkusz;I;2732
869;Alicja;Cichocka;Uniwersytet Pedagogiczny;Olkusz;I;780
870;Jolanta;Kukulska;Uniwersytet Rolniczy;Olkusz;II;2523
871;Magdalena;Jackowska;Uniwersytet Krolewski;Olkusz;II;3178
872;Dagmara;Szumska;Politechnika Informatyczno-Elektroniczna;Olsztyn;I;2039
873;Aleksandra;Paluch;Uniwersytet Krolewski;Olszyna;II;2456
874;Marek;Markiewicz;Politechnika Informatyczno-Elektroniczna;Olszyna;IV;620
875;Roman;Arecki;Uniwersytet Krolewski;Opole;I;2086
876;Mikolaj;Lisinski;Uniwersytet Krolewski;Opole;III;930
877;Maria;Baron;Uniwersytet Krolewski;Ostroleka;II;1112
878;Grzegorz;Jaworski;Uniwersytet Sportu i Turystyki;Oswiecim;II;2185
879;Magdalena;Rysowicz;Politechnika Krolewska;Oswiecim;I;1731
880;Dominik;Marek;Uniwersytet Krolewski;Oswiecim;I;519
881;Franciszek;Kucharski;Politechnika Informatyczno-Elektroniczna;Oswiecim;I;2317
882;Urszula;Czajka;Uniwersytet Krolewski;Oswiecim;II;1846
883;Anna;Szyma;Politechnika Informatyczno-Elektroniczna;Oswiecim;II;753
884;Radomil;Grudzien;Politechnika Krolewska;Oswiecim;V;2077
885;Wladyslawa;Konwicka;Politechnika Informatyczno-Elektroniczna;Oswiecim;II;1259
886;Jadwiga;Osinska;Politechnika Informatyczno-Elektroniczna;Oswiecim;IV;1004
887;Stefan;Kalinowski;Uniwersytet Rolniczy;Oswiecim;IV;1932
888;Karol;Myrcik;Politechnika Informatyczno-Elektroniczna;Oswiecim;I;2011
889;Anna;Oman;Politechnika Informatyczno-Elektroniczna;Oswiecim;V;1445
890;Piotr;Bajer;Politechnika Informatyczno-Elektroniczna;Oswiecim;I;2408
891;Paulina;Wierzchowska;Politechnika Informatyczno-Elektroniczna;Otmuchow;II;1554
892;Zofia;Chalupka;Uniwersytet Krolewski;Otmuchow;I;3255
893;Celina;Mirow;Politechnika Informatyczno-Elektroniczna;Otmuchow;I;2732
894;Tadeusz;Kotowicz;Politechnika Informatyczno-Elektroniczna;Piechowice;I;1950
895;Elzbieta;Wielgus;Politechnika Krolewska;Piechowice;I;2581
896;Elzbieta;Kwiatkowska;Uniwersytet Krolewski;Piechowice;V;1590
897;Malgorzata;Pisarskiewicz;Politechnika Krolewska;Pila;V;3064
898;Sobieslaw;Bulwan;Politechnika Krolewska;Pila;I;970
899;Dorota;Marchewka;Akademia Sztuk Pieknych;Pilica;I;1632
900;Patrycja;Metz;Uniwersytet Krolewski;Pilica;II;1547
901;Zachariasz;Jakimow;Uniwersytet Krolewski;Pilica;V;527
902;Jakub;Malarski;Politechnika Informatyczno-Elektroniczna;Pilica;I;2104
903;Oskar;Rakowski;Uniwersytet Krolewski;Pilica;II;475
904;Tomasz;Dudzinski;Politechnika Informatyczno-Elektroniczna;Piotrkow Trybunalski;I;744
905;Jaromir;Szybki;Politechnika Informatyczno-Elektroniczna;Piotrkow Trybunalski;I;679
906;Krzysztof;Linus;Uniwersytet Krolewski;Piotrkow Trybunalski;I;2232
907;Andrzej;Inny;Uniwersytet Krolewski;Piotrkow Trybunalski;I;1525
908;Wojciech;Batory;Akademia Sztuk Pieknych;Piwniczna-Zdroj;I;1442
909;Monika;Drzewiecka;Politechnika Informatyczno-Elektroniczna;Piwniczna-Zdroj;I;1736
910;Renata;Kalwas;Politechnika Informatyczno-Elektroniczna;Piwniczna-Zdroj;I;1252
911;Jan;Sztonyk;Politechnika Informatyczno-Elektroniczna;Piwniczna-Zdroj;II;2533
912;Kacper;Kita;Uniwersytet Krolewski;Piwniczna-Zdroj;I;2006
913;Zofia;Kruszewska;Politechnika Informatyczno-Elektroniczna;Plock;III;1700
914;Radzimierz;Wojciechowski;Uniwersytet Krolewski;Plock;V;555
915;Wojciech;Augustowski;Politechnika Informatyczno-Elektroniczna;Plock;I;814
916;Barbara;Chudzik;Uniwersytet Krolewski;Poraj;I;3011
917;Wojtek;Trzconka;Uniwersytet Krolewski;Poraj;I;1913
918;Aleksy;Wur;Politechnika Informatyczno-Elektroniczna;Poraj;I;1021
919;Bogumila;Piotrowska;Politechnika Krolewska;Poznan;I;3306
920;Natalia;Sikorska;Akademia Sztuk Pieknych;Poznan;I;2452
921;Hanna;Pietrzyk;Uniwersytet Krolewski;Poznan;V;2589
922;Malgorzata;Janowska;Politechnika Informatyczno-Elektroniczna;Prudnik;I;1464
923;Danuta;Chmielewska;Politechnika Informatyczno-Elektroniczna;Prudnik;II;1936
924;Pawel;Banasiak;Politechnika Informatyczno-Elektroniczna;Prudnik;I;3317
925;Adam;Zareba;Politechnika Informatyczno-Elektroniczna;Prudnik;II;985
926;Fryderyka;Krzyskow;Uniwersytet Krolewski;Prudnik;V;2117
927;Ewa;Sochacka;Uniwersytet Muzyczny;Prudnik;I;2333
928;Kacper;Starachowicz;Politechnika Krolewska;Prudnik;I;1802
929;Renata;Banachowicz;Politechnika Informatyczno-Elektroniczna;Prudnik;V;464
930;Donald;Bakowski;Akademia Sztuk Pieknych;Przasnysz;I;1410
931;Roza;Labaziewicz;Uniwersytet Pedagogiczny;Przasnysz;I;2958
932;Artur;Blotny;Uniwersytet Rolniczy;Przemysl;III;1641
933;Adam;Paterek;Politechnika Krolewska;Przemysl;I;2559
934;Magdalena;Kulig;Politechnika Informatyczno-Elektroniczna;Przemysl;I;715
935;Pawel;Banasiewicz;Politechnika Informatyczno-Elektroniczna;Przemysl;I;579
936;Wiktor;Buchta;Uniwersytet Rolniczy;Przemysl;I;1652
937;Sobieslaw;Symanski;Uniwersytet Krolewski;Przemysl;II;983
938;Dariusz;Kowalczyk;Uniwersytet Krolewski;Przemysl;I;2441
939;Mieszko;Lewy;Politechnika Krolewska;Przemysl;I;1408
940;Wiktoria;Gumienny;Politechnika Krolewska;Przemysl;II;855
941;Sylwia;Filipowicz;Politechnika Informatyczno-Elektroniczna;Przemysl;IV;2693
942;Zofia;Maciarz;Politechnika Krolewska;Przemysl;V;1299
943;Frydryk;Alancki;Uniwersytet Sportu i Turystyki;Przemysl;I;2855
944;Patrycja;Roman;Uniwersytet Krolewski;Przemysl;III;3345
945;Jolanta;Chmiel;Uniwersytet Krolewski;Przemysl;I;1300
946;Boleslaw;Bialowasicz;Politechnika Informatyczno-Elektroniczna;Pszczyna;V;2057
947;Agnieszka;Stachowiak;Uniwersytet Pedagogiczny;Pszczyna;IV;3199
948;Bronislawa;Ludwig;Uniwersytet Krolewski;Pszczyna;I;1400
949;Wojciech;Iwanski;Uniwersytet Pedagogiczny;Pszczyna;V;2580
950;Elzbieta;Zagorska;Politechnika Krolewska;Pszczyna;I;486
951;Wielislaw;Watroba;Politechnika Informatyczno-Elektroniczna;Pszczyna;II;1035
952;Kamil;Bartnik;Politechnika Informatyczno-Elektroniczna;Pszczyna;IV;1718
953;Zygmunt;Grzmil;Politechnika Informatyczno-Elektroniczna;Pszczyna;V;1346
954;Mateusz;Kawicki;Politechnika Informatyczno-Elektroniczna;Pszczyna;I;3253
955;Mateusz;Mazurkiewicz;Politechnika Informatyczno-Elektroniczna;Pszczyna;III;3000
956;Cecylia;Boguslawska;Politechnika Krolewska;Pulawy;II;1225
957;Alicja;Urbanczyk;Uniwersytet Ekonomiczny;Pulawy;III;3022
958;Jan;Kamyk;Uniwersytet Rolniczy;Pulawy;I;2899
959;Anna;Pytka;Politechnika Krolewska;Pulawy;I;1146
960;Ryszard;Grabowski;Politechnika Informatyczno-Elektroniczna;Pulawy;I;728
961;Janusz;Smitkowski;Politechnika Krolewska;Pyrzowice;II;2238
962;Jan;Karbowniczek;Politechnika Informatyczno-Elektroniczna;Pyrzowice;I;2865
963;Teresa;Wozniak;Uniwersytet Krolewski;Pyrzowice;V;3094
964;Mateusz;Chwalinski;Politechnika Krolewska;Pyrzowice;IV;1802
965;Wojciech;Sobczak;Politechnika Krolewska;Pyrzowice;I;2626
966;Zofia;Klein;Politechnika Krolewska;Pyrzowice;II;849
967;Eustachy;Pustulka;Uniwersytet Krolewski;Pyrzowice;I;1080
968;Lucyna;Sokolowska;Politechnika Krolewska;Pyrzowice;I;2284
969;Rafal;Rybak;Politechnika Informatyczno-Elektroniczna;Pyrzowice;IV;1366
970;Agnieszka;Baranowska;Uniwersytet Krolewski;Pyrzowice;II;772
971;Anna;Szafranska;Politechnika Informatyczno-Elektroniczna;Pyrzowice;IV;1671
972;Malgorzata;Koczorowska;Politechnika Informatyczno-Elektroniczna;Pyrzyce;II;431
973;Gracja;Warecka;Politechnika Krolewska;Pyrzyce;I;3030
974;Michal;Piechota;Uniwersytet Ekonomiczny;Pyrzyce;IV;1748
975;Krystyna;Brylka;Politechnika Informatyczno-Elektroniczna;Rabka;I;2256
976;Filip;Harazim;Uniwersytet Krolewski;Rabka;I;883
977;Maria;Bakala;Uniwersytet Krolewski;Rabka;I;2293
978;Piotr;Jablonski;Politechnika Informatyczno-Elektroniczna;Rabka;II;1185
979;Michal;Powietrzynski;Uniwersytet Krolewski;Rabka;I;2260
980;Adelajda;Sobczak;Politechnika Informatyczno-Elektroniczna;Rabka;I;1087
981;Ryszard;Skrzypczyk;Politechnika Krolewska;Rabka;I;1049
982;Marek;Marciniak;Uniwersytet Krolewski;Rabka;IV;827
983;Slawomir;Afganski;Uniwersytet Muzyczny;Rabka;I;1583
984;Jolanta;Marcz;Politechnika Krolewska;Rabka;I;573
985;Tomasz;Kania;Uniwersytet Krolewski;Rabka;I;2458
986;Barbara;Krzeczkowska;Politechnika Informatyczno-Elektroniczna;Rabka;I;1418
987;Zuzanna;Walczynska;Politechnika Krolewska;Rabka;I;1035
988;Gabriela;Zajac;Politechnika Krolewska;Raciborz;V;1757
989;Henryk;Walczak;Uniwersytet Krolewski;Raciborz;I;923
990;Kuba;Kaminska;Uniwersytet Krolewski;Raciborz;II;1274
991;Wieslaw;Bananowski;Politechnika Informatyczno-Elektroniczna;Raciborz;I;2930
992;Roman;Szumylowicz;Politechnika Informatyczno-Elektroniczna;Raciborz;I;1176
993;Bronislaw;Hubertus;Uniwersytet Pedagogiczny;Raciborz;I;2912
994;Roman;Buszek;Uniwersytet Krolewski;Raciborz;I;771
995;Ewa;Szepelak;Politechnika Informatyczno-Elektroniczna;Raciborz;I;2284
996;Szymon;Wcislowski;Uniwersytet Rolniczy;Raciborz;I;1444
997;Aleksandra;Pietak;Uniwersytet Krolewski;Raciborz;I;2499
998;Kacper;Berkowski;Uniwersytet Muzyczny;Raciborz;I;1127
999;Jagoda;Szmaglinska;Politechnika Krolewska;Raciborz;I;605
1000;Mariusz;Morawski;Politechnika Krolewska;Raciborz;I;467
1001;Natalia;Kochman;Akademia Sztuk Pieknych;Raciborz;I;2854
1002;Zofia;Bartczak;Politechnika Informatyczno-Elektroniczna;Radom;IV;1551
1003;Celina;Kubera;Uniwersytet Krolewski;Radom;III;729
1004;Faustyn;Katana;Politechnika Krolewska;Radom;I;3318
1005;Amelia;Awast;Politechnika Krolewska;Radom;I;3321
1006;Paulina;Michalak;Politechnika Krolewska;Radom;III;1204
1007;Frydryk;Wenc;Politechnika Informatyczno-Elektroniczna;Radom;I;1452
1008;Aleksander;Bolkowski;Politechnika Krolewska;Radom;II;3247
1009;Celestyna;Ozga;Politechnika Informatyczno-Elektroniczna;Radom;V;1377
1010;Lucja;Wicinska;Uniwersytet Krolewski;Radom;I;2180
1011;Jerzy;Gibki;Uniwersytet Krolewski;Radom;I;1770
1012;Halina;Klimaszewska;Politechnika Informatyczno-Elektroniczna;Radom;I;2138
1013;Mateusz;Wolny;Uniwersytet Pedagogiczny;Radom;V;1240
1014;Jadwiga;Tarkowska;Politechnika Informatyczno-Elektroniczna;Radom;I;558
1015;Tomasz;Bansik;Uniwersytet Krolewski;Radom;II;2355
1016;Zofia;Staniec;Politechnika Krolewska;Rajcza;IV;610
1017;Jerzy;Barankiewicz;Politechnika Krolewska;Rajcza;I;869
1018;Anna;Ludwin;Uniwersytet Krolewski;Rajcza;I;2514
1019;Jaroslaw;Nowik;Politechnika Krolewska;Rajcza;V;3069
1020;Kamil;Kozlowski;Uniwersytet Pedagogiczny;Rajcza;I;843
1021;Anna;Klubicka;Politechnika Informatyczno-Elektroniczna;Rajcza;I;2039
1022;Paulina;Barcik;Uniwersytet Krolewski;Rajcza;II;821
1023;Edyta;Wojcik;Politechnika Informatyczno-Elektroniczna;Rajcza;III;2649
1024;Karol;Brodowicz;Politechnika Krolewska;Rajcza;I;1519
1025;Kamil;Malek;Uniwersytet Ekonomiczny;Rajcza;I;2719
1026;Ewa;Holda;Politechnika Informatyczno-Elektroniczna;Rajcza;V;628
1027;Anna;Krakowska;Politechnika Informatyczno-Elektroniczna;Rajcza;I;3035
